iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","API_Project_Brevo","Download a file","GET","https://api.brevo.com/v3/crm/files/663776961475e991d064377e","OK","200","854","326531","Status code is 200, Content-Type is present in headers, Connection is present in headers",,,"3","3","0","0"
"1","API_Project_Brevo","Get file details","GET","https://api.brevo.com/v3/crm/files/663776961475e991d064377e/data","OK","200","212","657","Test for the file id value, Test for the file name value, Verify the file size, Test for the companyId value, Test for the dealId value, Test for the contactId value, Content-Type is present in headers, Content-Encoding is present in headers, Transfer-Encoding is present in headers",,,"9","9","0","0"
"1","API_Project_Brevo","Delete a file","DELETE","https://api.brevo.com/v3/crm/files/null","Bad Request","400","194","212",,"Empty body response, Status code is 204, Status code name has a No Content string",,"3","0","3","0"
"1","API_Project_Brevo","Create an email campaign","POST","https://api.brevo.com/v3/emailCampaigns","Too Many Requests","429","154","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Get an email campaign report","GET","https://api.brevo.com/v3/emailCampaigns/:campaignId","Too Many Requests","429","145","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Update an email campaign","PUT","https://api.brevo.com/v3/emailCampaigns/13396752","Too Many Requests","429","161","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Delete an email campaign","DELETE","https://api.brevo.com/v3/emailCampaigns/13396752","Too Many Requests","429","152","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Send an email campaign immediately, based on campaignId","POST","https://api.brevo.com/v3/emailCampaigns/13396752/sendNow","Too Many Requests","429","148","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Send an email campaign to your test list","POST","https://api.brevo.com/v3/emailCampaigns/13396752/sendTest","Too Many Requests","429","394","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Update an email campaign status","PUT","https://api.brevo.com/v3/emailCampaigns/13396752/status","Too Many Requests","429","176","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Send the report of a campaign","POST","https://api.brevo.com/v3/emailCampaigns/13396752/sendReport","Too Many Requests","429","158","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Get an A/B test email campaign results","GET","https://api.brevo.com/v3/emailCampaigns/13396752/abTestCampaignResult","Too Many Requests","429","153","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Get a shared template url","GET","https://api.brevo.com/v3/emailCampaigns/13396752/sharedUrl","Too Many Requests","429","170","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Export the recipients of an email campaign","POST","https://api.brevo.com/v3/emailCampaigns/13396752/exportRecipients","Too Many Requests","429","153","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Return all your created email campaigns","GET","https://api.brevo.com/v3/emailCampaigns","Too Many Requests","429","150","0",,"Body matches string, Content-Type is present",,"2","0","2","0"
"1","API_Project_Brevo","Upload an image to your account's image gallery","POST","https://api.brevo.com/v3/emailCampaigns/images","Too Many Requests","429","147","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Returns the information for all your created SMS campaigns","GET","https://api.brevo.com/v3/smsCampaigns","Too Many Requests","429","153","0",,"Body matches string, Body matches string",,"2","0","2","0"
"1","API_Project_Brevo","Creates an SMS campaign","POST","https://api.brevo.com/v3/smsCampaigns","Too Many Requests","429","156","0",,"Body matches string, Content-Type is present",,"2","0","2","0"
"1","API_Project_Brevo","Get an SMS campaign","GET","https://api.brevo.com/v3/smsCampaigns/4","Too Many Requests","429","184","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Update an SMS campaign","PUT","https://api.brevo.com/v3/smsCampaigns/","Too Many Requests","429","175","0","Empty response body",,,"1","1","0","0"
"1","API_Project_Brevo","Delete an SMS campaign","DELETE","https://api.brevo.com/v3/smsCampaigns/","Too Many Requests","429","158","0","Empty response body",,,"1","1","0","0"
"1","API_Project_Brevo","Send your SMS campaign immediately","POST","https://api.brevo.com/v3/smsCampaigns//sendNow","Too Many Requests","429","150","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Update a campaign's status","PUT","https://api.brevo.com/v3/smsCampaigns/4/status","Too Many Requests","429","152","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Send a test SMS campaign","POST","https://api.brevo.com/v3/smsCampaigns/4/sendTest","Too Many Requests","429","149","0",,,,"0","0","0","0"
"1","API_Project_Brevo","Export an SMS campaign's recipients","POST","https://api.brevo.com/v3/smsCampaigns/4/exportRecipients","Too Many Requests","429","162","0",,"Content-Type is present",,"1","0","1","0"
"1","API_Project_Brevo","Send an SMS campaign's report","POST","https://api.brevo.com/v3/smsCampaigns/4/sendReport","Too Many Requests","429","147","0","CF-RAY is present",,,"1","1","0","0"
"1","API_Project_Brevo","Send a message as an agent","POST","https://api.brevo.com/v3/conversations/messages","OK","200","448","244","Verify the message type, Verify the text message, Content-Type is present in headers, Content-Encoding is present in headers, Transfer-Encoding is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Get a message","GET","https://api.brevo.com/v3/conversations/messages/LhbrSYX2acvrQ4rXP","OK","200","244","275","Verify the message id, Verify the message type, Verify the text message, Transfer-Encoding is present in headers",,,"4","4","0","0"
"1","API_Project_Brevo","Update a message sent by an agent","PUT","https://api.brevo.com/v3/conversations/messages/ERymK3oajtuAY9B7t","OK","200","275","251","Verify the text message, Content-Type is present in headers, Content-Encoding is present in headers, Connection is present in headers",,,"4","4","0","0"
"1","API_Project_Brevo","Delete a message sent by an agent","DELETE","https://api.brevo.com/v3/conversations/messages/ERymK3oajtuAY9B7t","No Content","204","300","0","Empty body response, Status code is 204, Status code name has a No Content string",,,"3","3","0","0"
"1","API_Project_Brevo","Sets agent’s status to online for 2-3 minutes","POST","https://api.brevo.com/v3/conversations/agentOnlinePing","Created","201","277","0","Test for empty response body, Status code is 201, CF-RAY is present in headers, Server is present in headers",,,"4","4","0","0"
"1","API_Project_Brevo","Send an automated message to a visitor","POST","https://api.brevo.com/v3/conversations/pushedMessages","OK","200","255","327","Test that response body includes the automated message ID, Test for the automated message text value, Test for the visitorId value, Connection is present in headers, CF-RAY is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Get an automated message","GET","https://api.brevo.com/v3/conversations/pushedMessages/Gq2ZnSBs7Y3SYRFFy","OK","200","246","327","Verify the automated message id, Verify the automated message type, Verify the automated message text, Verify the automated message visitorId, Verify the automated message agentId, Verify the automated message createdAt value, Verify the automated message isPushed value, Content-Type is present in headers, Content-Encoding is present in headers, Transfer-Encoding is present in headers, CF-RAY is present in headers",,,"11","11","0","0"
"1","API_Project_Brevo","Update an automated message","PUT","https://api.brevo.com/v3/conversations/pushedMessages/H4GPoxavYPp5Syvo8","OK","200","272","327","Verify the automated message type, Verify the automated message text, Verify the automated message visitorId, Verify the automated message agentId, Verify the automated message isPushed value, Content-Type is present in headers, Transfer-Encoding is present in headers, CF-RAY is present in headers",,,"8","8","0","0"
"1","API_Project_Brevo","Delete an automated message","DELETE","https://api.brevo.com/v3/conversations/pushedMessages/H4GPoxavYPp5Syvo8","No Content","204","277","0","Empty body response, Status code is 204, Status code name has a No Content string",,,"3","3","0","0"
"1","API_Project_Brevo","Get all the contacts","GET","https://api.brevo.com/v3/contacts","OK","200","232","2397","Body response includes id attribute, Body response includes email attribute, Body response includes emailBlacklisted attribute, Body response includes smsBlacklisted attribute, Body response includes createdAt attribute, Body response includes modifiedAt attribute, Body response includes listIds attribute, Body response includes listUnsubscribed attribute, Body response includes LASTNAME attribute, Body response includes FIRSTNAME attribute, Body response includes SMS attribute, Content-Encoding is present in headers, Transfer-Encoding is present in headers, Connection is present in headers",,,"14","14","0","0"
"1","API_Project_Brevo","Create a contact","POST","https://api.brevo.com/v3/contacts","Created","201","375","9","Body response includes id attribute, Content-Type is present in headers, CF-RAY is present in headers, Content-Length is present in headers",,,"4","4","0","0"
"1","API_Project_Brevo","Create Contact via DOI (Double-Opt-In) Flow","POST","https://api.brevo.com/v3/contacts/doubleOptinConfirmation","Bad Request","400","213","78",,,,"0","0","0","0"
"1","API_Project_Brevo","Update multiple contacts","POST","https://api.brevo.com/v3/contacts/batch","Bad Request","400","149","69",,,,"0","0","0","0"
"1","API_Project_Brevo","Export contacts","POST","https://api.brevo.com/v3/contacts/export","Accepted","202","564","16","Body matches string, Content-Type is present",,,"2","2","0","0"
"1","API_Project_Brevo","Import contacts","POST","https://api.brevo.com/v3/contacts/import","Bad Request","400","239","63",,,,"0","0","0","0"
"1","API_Project_Brevo","Get a contact's details","GET","https://api.brevo.com/v3/contacts/jane@gmail.com","OK","200","306","279","Verify the contact id, Verify the contact email, Test if the contact is emailBlacklisted, Test if the contact is smsBlacklisted, Verify the contact createdAt value, Body response includes id attribute, Body response includes email attribute, Body response includes emailBlacklisted attribute, Body response includes smsBlacklisted attribute, Body response includes createdAt attribute, Body response includes modifiedAt attribute, Body response includes listIds attribute, Body response includes LASTNAME attribute, Body response includes FIRSTNAME attribute, Body response includes SMS attribute, Content-Encoding is present in headers",,,"16","16","0","0"
"1","API_Project_Brevo","Update a contact","PUT","https://api.brevo.com/v3/contacts/31","No Content","204","394","0","Empty body response, Status code is 204, Status code name has a No Content string, Content-Type is present in headers, CF-RAY is present in headers, Server is present in headers",,,"6","6","0","0"
"1","API_Project_Brevo","Delete a contact","DELETE","https://api.brevo.com/v3/contacts/31","No Content","204","234","0","Empty body response, Status code is 204, Status code name has a No Content string, vary is present in headers, CF-RAY is present in headers, Connection is present in headers",,,"6","6","0","0"
"1","API_Project_Brevo","Get email campaigns' statistics for a contact","GET","https://api.brevo.com/v3/contacts/jane@gmail.com/campaignStats","OK","200","534","2","Status code is 200, Status code name has a OK string, Response time is less than 1000ms",,,"3","3","0","0"
"1","API_Project_Brevo","Get all folders","GET","https://api.brevo.com/v3/contacts/folders","OK","200","330","737","Body response includes id attribute, Body response includes name attribute, Body response includes uniqueSubscribers attribute, Body response includes totalSubscribers attribute, Body response includes totalBlacklisted attribute, Body response includes folders attribute, Body response includes folders count attribute, Content-Type is present in headers, Transfer-Encoding is present in headers, Connection is present in headers",,,"10","10","0","0"
"1","API_Project_Brevo","Create a folder","POST","https://api.brevo.com/v3/contacts/folders","Created","201","303","9","Body response includes id attribute, Content-Type is present in headers, CF-RAY is present in headers, Content-Length is present in headers, Connection is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Returns a folder's details","GET","https://api.brevo.com/v3/contacts/folders/10","OK","200","219","101","Verify the folder's id, Verify the folder's name, Body response includes totalBlacklisted attribute, Body response includes uniqueSubscribers attribute, Body response includes totalSubscribers attribute, Content-Encoding is present in headers, Transfer-Encoding is present in headers",,,"7","7","0","0"
"1","API_Project_Brevo","Get lists in a folder","GET","https://api.brevo.com/v3/contacts/folders/10/lists?limit=10&offset=0&sort=desc","OK","200","249","421","Status code is 200, Status code name has a OK string, Response time is less than 600ms, vary is present in headers, CF-RAY is present in headers, Server is present in headers, Connection is present in headers",,,"7","7","0","0"
"1","API_Project_Brevo","Update a folder","PUT","https://api.brevo.com/v3/contacts/folders/41","No Content","204","499","0","Empty body response, Status code is 204, Status code name has a No Content string, vary is present in headers, CF-RAY is present in headers, Server is present in headers, Connection is present in headers",,,"7","7","0","0"
"1","API_Project_Brevo","Delete a folder (and all its lists)","DELETE","https://api.brevo.com/v3/contacts/folders/41","No Content","204","361","0","Empty body response, Status code is 204, Status code name has a No Content string, vary is present in headers, CF-RAY is present in headers, Server is present in headers",,,"6","6","0","0"
"1","API_Project_Brevo","Get all the lists","GET","https://api.brevo.com/v3/contacts/lists?limit=10&offset=0&sort=desc","OK","200","227","935","Body response includes id attribute, Body response includes name attribute, Body response includes folderId attribute, Body response includes uniqueSubscribers attribute, Body response includes totalSubscribers attribute, Body response includes totalBlacklisted attribute, Body response includes lists attribute, Body response includes folders count attribute, Content-Type is present in headers, Content-Encoding is present in headers, Transfer-Encoding is present in headers",,,"11","11","0","0"
"1","API_Project_Brevo","Get a list's details","GET","https://api.brevo.com/v3/contacts/lists/7","OK","200","389","270","Verify the list's id, Verify the list's name, Body response includes totalBlacklisted attribute, Body response includes uniqueSubscribers attribute, Body response includes totalSubscribers attribute, Content-Type is present in headers, Transfer-Encoding is present in headers, Connection is present in headers",,,"8","8","0","0"
"1","API_Project_Brevo","Create a list","POST","https://api.brevo.com/v3/contacts/lists","Created","201","340","9","Body response includes id attribute, Content-Type is present in headers, CF-RAY is present in headers, Content-Length is present in headers, Connection is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Add existing contacts to a list","POST","https://api.brevo.com/v3/contacts/lists/42/contacts/add","Created","201","287","56","Body response includes contacts attribute, Body response includes success attribute, Body response includes contact's email, Content-Type is present in headers, CF-RAY is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Get contacts in a list","GET","https://api.brevo.com/v3/contacts/lists/42/contacts","OK","200","208","315","Verify the contact's email, Verify the contact's id, Verify the count, Content-Type is present in headers, Content-Encoding is present in headers, Transfer-Encoding is present in headers",,,"6","6","0","0"
"1","API_Project_Brevo","Delete a contact from a list","POST","https://api.brevo.com/v3/contacts/lists/42/contacts/remove","Created","201","888","56","Body response includes contacts attribute, Body response includes success attribute, Body response includes contact's email, Content-Type is present in headers, Connection is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Update a list","PUT","https://api.brevo.com/v3/contacts/lists/42","No Content","204","251","0","Empty body response, Status code is 204, Status code name has a No Content string, vary is present in headers, CF-RAY is present in headers, Server is present in headers, Connection is present in headers",,,"7","7","0","0"
"1","API_Project_Brevo","Delete a list","DELETE","https://api.brevo.com/v3/contacts/lists/42","No Content","204","307","0","Empty body response, Status code is 204, Status code name has a No Content string, vary is present in headers, CF-RAY is present in headers, Server is present in headers, Connection is present in headers",,,"7","7","0","0"
"1","API_Project_Brevo","List all attributes","GET","https://api.brevo.com/v3/contacts/attributes","OK","200","208","1521","Body response includes name attribute, Body response includes category attribute, Body response includes type attribute, Body response includes calculatedValue attribute, Body response includes field_key attribute, Content-Type is present in headers, Content-Encoding is present in headers, Transfer-Encoding is present in headers",,,"8","8","0","0"
"1","API_Project_Brevo","Create contact attribute","POST","https://api.brevo.com/v3/contacts/attributes/global/Ronaldo_Attribute","Created","201","267","2","Status code is 201, Status code name has a Created string, CF-RAY is present in headers, Server is present in headers, Connection is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Update contact attribute","PUT","https://api.brevo.com/v3/contacts/attributes/global/Bernadette_Attribute","No Content","204","257","0","Empty body response, Status code is 204, Status code name has a No Content string, CF-RAY is present in headers, Server is present in headers, Connection is present in headers",,,"6","6","0","0"
"1","API_Project_Brevo","Delete an attribute","DELETE","https://api.brevo.com/v3/contacts/attributes/global/Bernadette_Attribute","No Content","204","250","0","Empty body response, Status code is 204, Status code name has a No Content string, Server is present in headers, Connection is present in headers",,,"5","5","0","0"
"1","API_Project_Brevo","Send a transactional email","POST","https://api.brevo.com/v3/smtp/email","Forbidden","403","144","169",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the list of transactional emails on the basis of allowed filters","GET","https://api.brevo.com/v3/smtp/emails?email=veniam elit in&templateId=13396752&messageId=veniam elit in&startDate=veniam elit in&endDate=veniam elit in&sort=desc&limit=500&offset=0","Bad Request","400","166","57",,,,"0","0","0","0"
"1","API_Project_Brevo","Delete scheduled emails by batchId or messageId","DELETE","https://api.brevo.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627","Not Found","404","190","80",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the personalized content of a sent transactional email","GET","https://api.brevo.com/v3/smtp/emails/veniam elit in","Not Found","404","206","66",,,,"0","0","0","0"
"1","API_Project_Brevo","Fetch scheduled emails by batchId or messageId","GET","https://api.brevo.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0","Bad Request","400","147","89",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the list of email templates","GET","https://api.brevo.com/v3/smtp/templates?templateStatus=false&limit=50&offset=0&sort=desc","OK","200","176","2",,,,"0","0","0","0"
"1","API_Project_Brevo","Create an email template","POST","https://api.brevo.com/v3/smtp/templates","Bad Request","400","187","69",,,,"0","0","0","0"
"1","API_Project_Brevo","Returns the template information","GET","https://api.brevo.com/v3/smtp/templates/13396752","Not Found","404","191","67",,,,"0","0","0","0"
"1","API_Project_Brevo","Update an email template","PUT","https://api.brevo.com/v3/smtp/templates/13396752","Bad Request","400","155","90",,,,"0","0","0","0"
"1","API_Project_Brevo","Delete an inactive email template","DELETE","https://api.brevo.com/v3/smtp/templates/13396752","Not Found","404","174","63",,,,"0","0","0","0"
"1","API_Project_Brevo","Send a template to your test list","POST","https://api.brevo.com/v3/smtp/templates/13396752/sendTest","Not Found","404","280","69",,,,"0","0","0","0"
"1","API_Project_Brevo","Get your transactional email activity aggregated over a period of time","GET","https://api.brevo.com/v3/smtp/statistics/aggregatedReport?days=90","OK","200","212","221","Body matches string, Body matches string",,,"2","2","0","0"
"1","API_Project_Brevo","Get your transactional email activity aggregated per day","GET","https://api.brevo.com/v3/smtp/statistics/reports?limit=10&offset=0&startDate=2024-04-01&endDate=2024-04-30&sort=desc","OK","200","238","14","Body matches string, Content-Type is present",,,"2","2","0","0"
"1","API_Project_Brevo","Get all your transactional email activity (unaggregated events)","GET","https://api.sendinblue.com/v3/smtp/statistics/events?days=11&messageId=202212281024.62341432715@smtp-relay.mailin.fr","OK","200","546","2","Content-Type is present, CF-Ray is present",,,"2","2","0","0"
"1","API_Project_Brevo","Get the list of blocked or unsubscribed transactional contacts","GET","https://api.brevo.com/v3/smtp/blockedContacts","OK","200","171","25","Body matches string, Body matches string",,,"2","2","0","0"
"1","API_Project_Brevo","Unblock or resubscribe a transactional contact","DELETE","https://api.brevo.com/v3/smtp/blockedContacts/veniam elit in","Bad Request","400","151","57",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the list of blocked domains","GET","https://api.brevo.com/v3/smtp/blockedDomains","OK","200","167","52","Body matches string, Content-Type is present",,,"2","2","0","0"
"1","API_Project_Brevo","Add a new domain to the list of blocked domains","POST","https://api.brevo.com/v3/smtp/blockedDomains","Created","201","197","2","Status code is 201, Status code name has a Created string",,,"2","2","0","0"
"1","API_Project_Brevo","Unblock an existing domain from the list of blocked domains","DELETE","https://api.brevo.com/v3/smtp/blockedDomains/example.com","No Content","204","170","0","Empty body response, Status code is 204, Status code name has a No Content string",,,"3","3","0","0"
"1","API_Project_Brevo","Delete hardbounces","POST","https://api.brevo.com/v3/smtp/deleteHardbounces","OK","200","172","2","Status code is 200, Status code name has a OK string",,,"2","2","0","0"
"1","API_Project_Brevo","Delete an SMTP transactional log","DELETE","https://api.brevo.com/v3/smtp/log/:messageId","Bad Request","400","151","71",,,,"0","0","0","0"
"1","API_Project_Brevo","Get the list of all the events for the received emails.","GET","https://api.brevo.com/v3/inbound/events?limit=100&offset=0&sort=desc","OK","200","320","13","Body matches string",,,"1","1","0","0"
"1","API_Project_Brevo","Fetch all events history for one particular received email.","GET","https://api.brevo.com/v3/inbound/events/veniam elit in","Bad Request","400","173","56",,,,"0","0","0","0"
"1","API_Project_Brevo","Retrieve inbound attachment with download token.","GET","https://api.brevo.com/v3/inbound/attachments/veniam elit in","Not Acceptable","406","262","14",,,,"0","0","0","0"
"1","API_Project_Brevo","Send SMS message to a mobile number","POST","https://api.brevo.com/v3/transactionalSMS/sms","Bad Request","400","220","173",,,,"0","0","0","0"
"1","API_Project_Brevo","Get your SMS activity aggregated over a period of time","GET","https://api.brevo.com/v3/transactionalSMS/statistics/aggregatedReport","OK","200","208","2","Content-Type is present",,,"1","1","0","0"
"1","API_Project_Brevo","Get your SMS activity aggregated per day","GET","https://api.brevo.com/v3/transactionalSMS/statistics/reports","OK","200","193","2","CF-RAY is present",,,"1","1","0","0"
"1","API_Project_Brevo","Get all your SMS activity (unaggregated events)","GET","https://api.brevo.com/v3/transactionalSMS/statistics/events","OK","200","184","2","Server is present",,,"1","1","0","0"
